	loss	val_loss	num_components	learning_rate	batch_size	epochs	kappa	seed	depth	first_layer	dataset
0	5305.327731660813	5163.652851660647	5	0.0005	100	50	0.5	9521	1	100	TCGA
1	4790.067679084056	4637.861151460427	5	0.0005	100	50	0.5	9521	1	100	TCGA
2	4321.382922757057	4312.95097558103	5	0.0005	100	50	0.5	9521	1	100	TCGA
3	3887.8248979509085	3724.402687264447	5	0.0005	100	50	0.5	9521	1	100	TCGA
4	3488.7015116389593	3737.389803019001	5	0.0005	100	50	0.5	9521	1	100	TCGA
5	3184.2960162703007	3076.276427302528	5	0.0005	100	50	0.5	9521	1	100	TCGA
6	2935.1794344755886	2893.515672846655	5	0.0005	100	50	0.5	9521	1	100	TCGA
7	2723.5781526051405	2555.3371569762876	5	0.0005	100	50	0.5	9521	1	100	TCGA
8	2571.845198029958	2605.0456874214824	5	0.0005	100	50	0.5	9521	1	100	TCGA
9	2465.0797535670313	2390.315083719378	5	0.0005	100	50	0.5	9521	1	100	TCGA
10	2383.536001953779	2508.235512278188	5	0.0005	100	50	0.5	9521	1	100	TCGA
11	2318.2040273583566	2366.689253150518	5	0.0005	100	50	0.5	9521	1	100	TCGA
12	2272.9952377453887	2225.5049441543656	5	0.0005	100	50	0.5	9521	1	100	TCGA
13	2233.5011412668127	2203.92037825848	5	0.0005	100	50	0.5	9521	1	100	TCGA
14	2193.1121155936507	2211.3845754652166	5	0.0005	100	50	0.5	9521	1	100	TCGA
15	2164.917718750436	2113.693355694488	5	0.0005	100	50	0.5	9521	1	100	TCGA
16	2142.2683045244307	2129.7720450396514	5	0.0005	100	50	0.5	9521	1	100	TCGA
17	2124.6308167001234	2106.968907035176	5	0.0005	100	50	0.5	9521	1	100	TCGA
18	2107.1255284490458	2123.046598961605	5	0.0005	100	50	0.5	9521	1	100	TCGA
19	2099.5199932341516	2107.2922142450534	5	0.0005	100	50	0.5	9521	1	100	TCGA
20	2084.3901577291776	2098.7747588037846	5	0.0005	100	50	0.5	9521	1	100	TCGA
21	2072.895598653305	2080.582945243797	5	0.0005	100	50	0.5	9521	1	100	TCGA
22	2067.2885317891314	2070.8701306827106	5	0.0005	100	50	0.5	9521	1	100	TCGA
23	2054.4717060391	2061.994734414259	5	0.0005	100	50	0.5	9521	1	100	TCGA
24	2056.4569022579644	2065.2406594741283	5	0.0005	100	50	0.5	9521	1	100	TCGA
25	2045.1637348899326	2061.245735513505	5	0.0005	100	50	0.5	9521	1	100	TCGA
26	2040.4639946943628	2043.787624033252	5	0.0005	100	50	0.5	9521	1	100	TCGA
27	2032.0323048542755	2017.1338645129947	5	0.0005	100	50	0.5	9521	1	100	TCGA
28	2032.0750928764458	2045.9756067937342	5	0.0005	100	50	0.5	9521	1	100	TCGA
29	2030.0207507540863	2029.20263671875	5	0.0005	100	50	0.5	9521	1	100	TCGA
30	2022.1569208348885	2016.8454203389997	5	0.0005	100	50	0.5	9521	1	100	TCGA
31	2017.574302178566	2009.7227752532192	5	0.0005	100	50	0.5	9521	1	100	TCGA
32	2016.8753224051495	2017.7606391331658	5	0.0005	100	50	0.5	9521	1	100	TCGA
33	2012.5002873332683	2015.7894090815405	5	0.0005	100	50	0.5	9521	1	100	TCGA
34	2009.8922025806364	2022.4549382655464	5	0.0005	100	50	0.5	9521	1	100	TCGA
35	2005.3248558619257	2013.5052956432553	5	0.0005	100	50	0.5	9521	1	100	TCGA
36	2003.0557051159492	1990.6631135413395	5	0.0005	100	50	0.5	9521	1	100	TCGA
37	2001.6830803298142	1994.818928014094	5	0.0005	100	50	0.5	9521	1	100	TCGA
38	1997.0941918185013	2004.4118603270258	5	0.0005	100	50	0.5	9521	1	100	TCGA
39	1993.2410936497167	1996.7587964235238	5	0.0005	100	50	0.5	9521	1	100	TCGA
40	1992.2493557074677	1996.5851474167714	5	0.0005	100	50	0.5	9521	1	100	TCGA
41	1992.0962263282515	1983.8654938510913	5	0.0005	100	50	0.5	9521	1	100	TCGA
42	1983.322355130512	1980.7855365695666	5	0.0005	100	50	0.5	9521	1	100	TCGA
43	1985.503717851048	1984.7985097607177	5	0.0005	100	50	0.5	9521	1	100	TCGA
44	1979.3687513461934	1991.8104315522928	5	0.0005	100	50	0.5	9521	1	100	TCGA
45	1978.1009787452954	1974.2439786824748	5	0.0005	100	50	0.5	9521	1	100	TCGA
46	1973.1720773241511	1974.666216826319	5	0.0005	100	50	0.5	9521	1	100	TCGA
47	1974.304474548006	1963.2084286176978	5	0.0005	100	50	0.5	9521	1	100	TCGA
48	1969.3841447682237	1964.4154574140232	5	0.0005	100	50	0.5	9521	1	100	TCGA
49	1969.3135824730412	1968.0903148555276	5	0.0005	100	50	0.5	9521	1	100	TCGA
