	loss	val_loss	num_components	learning_rate	batch_size	epochs	kappa	seed	depth	first_layer	dataset
0	5078.828678846865	4552.897662138819	5	0.0005	50	50	0.0	8908	1	100	TCGA
1	4132.193188838999	3690.406419303549	5	0.0005	50	50	0.0	8908	1	100	TCGA
2	3378.780687569108	3191.924713901539	5	0.0005	50	50	0.0	8908	1	100	TCGA
3	2850.471772476743	2936.716843494818	5	0.0005	50	50	0.0	8908	1	100	TCGA
4	2531.487873794857	2639.629735592023	5	0.0005	50	50	0.0	8908	1	100	TCGA
5	2347.102018815969	2340.172305619896	5	0.0005	50	50	0.0	8908	1	100	TCGA
6	2239.353061652607	2261.1171175702734	5	0.0005	50	50	0.0	8908	1	100	TCGA
7	2174.536121585138	2108.446385982648	5	0.0005	50	50	0.0	8908	1	100	TCGA
8	2135.606008399157	2125.30815576908	5	0.0005	50	50	0.0	8908	1	100	TCGA
9	2104.9253194702296	2099.868208228643	5	0.0005	50	50	0.0	8908	1	100	TCGA
10	2079.4570117656217	2057.564196716002	5	0.0005	50	50	0.0	8908	1	100	TCGA
11	2059.7442140116173	2046.6020458739008	5	0.0005	50	50	0.0	8908	1	100	TCGA
12	2053.625669267963	2050.2113018706814	5	0.0005	50	50	0.0	8908	1	100	TCGA
13	2040.5996378794193	2026.0154250255182	5	0.0005	50	50	0.0	8908	1	100	TCGA
14	2031.0258609206699	2040.490369940523	5	0.0005	50	50	0.0	8908	1	100	TCGA
15	2024.8893464023824	2001.5485686489087	5	0.0005	50	50	0.0	8908	1	100	TCGA
16	2016.2977864737754	2006.280189399144	5	0.0005	50	50	0.0	8908	1	100	TCGA
17	2010.4893061146831	2003.3844656632773	5	0.0005	50	50	0.0	8908	1	100	TCGA
18	2004.4179936028017	2011.9344053028815	5	0.0005	50	50	0.0	8908	1	100	TCGA
19	1997.2532269809644	1995.4446426468278	5	0.0005	50	50	0.0	8908	1	100	TCGA
20	1993.3990264459972	1985.4020916349325	5	0.0005	50	50	0.0	8908	1	100	TCGA
21	1985.8399356944658	1984.0426878042556	5	0.0005	50	50	0.0	8908	1	100	TCGA
22	1981.981032339054	1976.1423063805355	5	0.0005	50	50	0.0	8908	1	100	TCGA
23	1976.7800307956734	1982.6173617108982	5	0.0005	50	50	0.0	8908	1	100	TCGA
24	1971.7131353106427	1966.8394560694096	5	0.0005	50	50	0.0	8908	1	100	TCGA
25	1967.4591696264754	1964.669916354232	5	0.0005	50	50	0.0	8908	1	100	TCGA
26	1963.3591291153186	1961.6732269747174	5	0.0005	50	50	0.0	8908	1	100	TCGA
27	1959.4059241884906	1954.321379848461	5	0.0005	50	50	0.0	8908	1	100	TCGA
28	1954.5384281812894	1950.8862525518216	5	0.0005	50	50	0.0	8908	1	100	TCGA
29	1951.9272780726565	1942.6909652019865	5	0.0005	50	50	0.0	8908	1	100	TCGA
30	1947.7752791552793	1946.2830098981235	5	0.0005	50	50	0.0	8908	1	100	TCGA
31	1945.3548117040564	1938.4988069007145	5	0.0005	50	50	0.0	8908	1	100	TCGA
32	1941.4605857456538	1936.2392835760836	5	0.0005	50	50	0.0	8908	1	100	TCGA
33	1938.59198940246	1938.1034493757852	5	0.0005	50	50	0.0	8908	1	100	TCGA
34	1935.9088497474825	1933.13649975954	5	0.0005	50	50	0.0	8908	1	100	TCGA
35	1934.2822283201817	1928.9741235474246	5	0.0005	50	50	0.0	8908	1	100	TCGA
36	1930.0828306136593	1926.3788228250628	5	0.0005	50	50	0.0	8908	1	100	TCGA
37	1926.9250513760821	1924.8905851277873	5	0.0005	50	50	0.0	8908	1	100	TCGA
38	1924.5417842360423	1920.0957908438677	5	0.0005	50	50	0.0	8908	1	100	TCGA
39	1922.7731711771594	1919.2611838489322	5	0.0005	50	50	0.0	8908	1	100	TCGA
40	1919.5681241726634	1915.5463192426978	5	0.0005	50	50	0.0	8908	1	100	TCGA
41	1918.0540446926407	1912.7733546884815	5	0.0005	50	50	0.0	8908	1	100	TCGA
42	1916.5323602825633	1914.7389504897535	5	0.0005	50	50	0.0	8908	1	100	TCGA
43	1914.7517623552214	1911.422005044755	5	0.0005	50	50	0.0	8908	1	100	TCGA
44	1912.224306236222	1909.8535217591866	5	0.0005	50	50	0.0	8908	1	100	TCGA
45	1910.6544512784803	1913.9863538885836	5	0.0005	50	50	0.0	8908	1	100	TCGA
46	1909.7476637003904	1906.0663179177136	5	0.0005	50	50	0.0	8908	1	100	TCGA
47	1908.107044545704	1906.1378873125393	5	0.0005	50	50	0.0	8908	1	100	TCGA
48	1907.3317410826403	1904.779295034744	5	0.0005	50	50	0.0	8908	1	100	TCGA
49	1906.0288745817536	1900.8202247811323	5	0.0005	50	50	0.0	8908	1	100	TCGA
