	loss	val_loss	num_components	learning_rate	batch_size	epochs	sparsity	noise	seed	dataset
0	0.18328784727859954	0.16813914687489745	125	5e-05	100	100	0.0	0.1	5309	TCGA
1	0.1508297628740445	0.13788218279579775	125	5e-05	100	100	0.0	0.1	5309	TCGA
2	0.13221735853956726	0.1265558941879464	125	5e-05	100	100	0.0	0.1	5309	TCGA
3	0.12265160557816956	0.11772119426098301	125	5e-05	100	100	0.0	0.1	5309	TCGA
4	0.11229724280984424	0.1044642581562301	125	5e-05	100	100	0.0	0.1	5309	TCGA
5	0.09442494478472137	0.08379862659690368	125	5e-05	100	100	0.0	0.1	5309	TCGA
6	0.07919978322624455	0.0754810825514434	125	5e-05	100	100	0.0	0.1	5309	TCGA
7	0.07464684585163617	0.07347944596005444	125	5e-05	100	100	0.0	0.1	5309	TCGA
8	0.07340717255546919	0.07282693017667262	125	5e-05	100	100	0.0	0.1	5309	TCGA
9	0.07293341534204123	0.07255021711090702	125	5e-05	100	100	0.0	0.1	5309	TCGA
10	0.0727068522475383	0.07240789668194612	125	5e-05	100	100	0.0	0.1	5309	TCGA
11	0.072574598839246	0.0723175966559942	125	5e-05	100	100	0.0	0.1	5309	TCGA
12	0.07248424399839154	0.07224859810204962	125	5e-05	100	100	0.0	0.1	5309	TCGA
13	0.07241813891789439	0.07219343213130482	125	5e-05	100	100	0.0	0.1	5309	TCGA
14	0.07236087120398305	0.07214625176023598	125	5e-05	100	100	0.0	0.1	5309	TCGA
15	0.07231262346282842	0.07210414411135055	125	5e-05	100	100	0.0	0.1	5309	TCGA
16	0.0722740634050017	0.07206678588935478	125	5e-05	100	100	0.0	0.1	5309	TCGA
17	0.07223380510546105	0.0720312770212715	125	5e-05	100	100	0.0	0.1	5309	TCGA
18	0.07220408621394138	0.07200143452565275	125	5e-05	100	100	0.0	0.1	5309	TCGA
19	0.07216736225727108	0.07197178656881179	125	5e-05	100	100	0.0	0.1	5309	TCGA
20	0.07213846763165778	0.07194385426727372	125	5e-05	100	100	0.0	0.1	5309	TCGA
21	0.07211286170429544	0.07191767105505095	125	5e-05	100	100	0.0	0.1	5309	TCGA
22	0.07208089825197952	0.07189138091389258	125	5e-05	100	100	0.0	0.1	5309	TCGA
23	0.07205577363927577	0.07186855645335499	125	5e-05	100	100	0.0	0.1	5309	TCGA
24	0.07202954727955489	0.07184194092025709	125	5e-05	100	100	0.0	0.1	5309	TCGA
25	0.0720060656932678	0.0718176433788472	125	5e-05	100	100	0.0	0.1	5309	TCGA
26	0.07197571853709042	0.07179017499763163	125	5e-05	100	100	0.0	0.1	5309	TCGA
27	0.07194863915782726	0.07176362577095703	125	5e-05	100	100	0.0	0.1	5309	TCGA
28	0.07191694928461026	0.07173603799325137	125	5e-05	100	100	0.0	0.1	5309	TCGA
29	0.07188805122186674	0.07170799913717874	125	5e-05	100	100	0.0	0.1	5309	TCGA
30	0.07185998885912187	0.07167992153059898	125	5e-05	100	100	0.0	0.1	5309	TCGA
31	0.07183051535774254	0.07165037473691768	125	5e-05	100	100	0.0	0.1	5309	TCGA
32	0.07179709821806407	0.07161624800769528	125	5e-05	100	100	0.0	0.1	5309	TCGA
33	0.07177050838078329	0.07158574899986161	125	5e-05	100	100	0.0	0.1	5309	TCGA
34	0.0717382312082116	0.0715560778301565	125	5e-05	100	100	0.0	0.1	5309	TCGA
35	0.07171020734914246	0.07152795462153065	125	5e-05	100	100	0.0	0.1	5309	TCGA
36	0.07167996578596308	0.07149921301471528	125	5e-05	100	100	0.0	0.1	5309	TCGA
37	0.0716476586031613	0.07147058773430148	125	5e-05	100	100	0.0	0.1	5309	TCGA
38	0.07161939436868574	0.07144577497962731	125	5e-05	100	100	0.0	0.1	5309	TCGA
39	0.07159775554574964	0.07141974115341752	125	5e-05	100	100	0.0	0.1	5309	TCGA
40	0.07157185378235251	0.07139875140771194	125	5e-05	100	100	0.0	0.1	5309	TCGA
41	0.07154642579820703	0.07137619868744557	125	5e-05	100	100	0.0	0.1	5309	TCGA
42	0.07152248241563688	0.07135527326383782	125	5e-05	100	100	0.0	0.1	5309	TCGA
43	0.07149650583290897	0.07133345418239957	125	5e-05	100	100	0.0	0.1	5309	TCGA
44	0.07147716829797122	0.07131627771123569	125	5e-05	100	100	0.0	0.1	5309	TCGA
45	0.07145710128225084	0.0712995157394577	125	5e-05	100	100	0.0	0.1	5309	TCGA
