	loss	val_loss	num_components	learning_rate	batch_size	epochs	kappa	seed	depth	first_layer
0	2852.4253318476194	2774.094862403651	125	0.002	50	50	1.0	9669	1	100
1	2752.6220502116835	2752.7933001837355	125	0.002	50	50	1.0	9669	1	100
2	2734.4442518512465	2725.2741143717135	125	0.002	50	50	1.0	9669	1	100
3	2725.1794947655917	2719.6778496765955	125	0.002	50	50	1.0	9669	1	100
4	2717.095672908934	2719.530143664854	125	0.002	50	50	1.0	9669	1	100
5	2713.0099917916045	2712.7437765146988	125	0.002	50	50	1.0	9669	1	100
6	2708.8235802443264	2708.479265785582	125	0.002	50	50	1.0	9669	1	100
7	2705.3156516523854	2708.2710418409415	125	0.002	50	50	1.0	9669	1	100
8	2702.42230043702	2699.7416898825886	125	0.002	50	50	1.0	9669	1	100
9	2701.2565432696138	2698.5297244711996	125	0.002	50	50	1.0	9669	1	100
10	2698.549180602541	2706.1348347125954	125	0.002	50	50	1.0	9669	1	100
11	2696.8895044897185	2697.16742211774	125	0.002	50	50	1.0	9669	1	100
12	2695.930977194314	2694.560730797383	125	0.002	50	50	1.0	9669	1	100
13	2693.045282652233	2688.6970247520317	125	0.002	50	50	1.0	9669	1	100
14	2693.637642661329	2695.082709988946	125	0.002	50	50	1.0	9669	1	100
15	2691.4698033346504	2686.8988945051087	125	0.002	50	50	1.0	9669	1	100
16	2690.3546819392063	2688.073886382648	125	0.002	50	50	1.0	9669	1	100
17	2689.552898371725	2686.027092140446	125	0.002	50	50	1.0	9669	1	100
18	2688.841440014184	2686.099305016133	125	0.002	50	50	1.0	9669	1	100
19	2688.4829612512285	2691.4216299257587	125	0.002	50	50	1.0	9669	1	100
20	2688.111546899692	2686.5039109180807	125	0.002	50	50	1.0	9669	1	100
21	2687.132922237489	2683.6277639706323	125	0.002	50	50	1.0	9669	1	100
22	2686.802638254193	2687.6828944714985	125	0.002	50	50	1.0	9669	1	100
23	2685.7435557820218	2680.741890610062	125	0.002	50	50	1.0	9669	1	100
24	2685.4056712002352	2685.3829179986255	125	0.002	50	50	1.0	9669	1	100
25	2683.7812774667927	2683.991711822568	125	0.002	50	50	1.0	9669	1	100
26	2684.87792901315	2685.520365436036	125	0.002	50	50	1.0	9669	1	100
27	2683.7808333295293	2682.2162082300133	125	0.002	50	50	1.0	9669	1	100
28	2683.2338097391075	2679.2760357537645	125	0.002	50	50	1.0	9669	1	100
29	2683.5576096399677	2684.670732253824	125	0.002	50	50	1.0	9669	1	100
30	2683.836510126869	2682.8542905264103	125	0.002	50	50	1.0	9669	1	100
31	2682.8246388959665	2684.22795685573	125	0.002	50	50	1.0	9669	1	100
32	2682.6903211171552	2679.811714828812	125	0.002	50	50	1.0	9669	1	100
33	2682.266309776456	2680.931684038151	125	0.002	50	50	1.0	9669	1	100
34	2681.363980888092	2680.8229462311783	125	0.002	50	50	1.0	9669	1	100
35	2681.930131092596	2683.115223171606	125	0.002	50	50	1.0	9669	1	100
36	2681.776003686931	2681.8290208047024	125	0.002	50	50	1.0	9669	1	100
37	2681.1163814961687	2676.7615511659	125	0.002	50	50	1.0	9669	1	100
38	2680.9285757822045	2682.9426540279937	125	0.002	50	50	1.0	9669	1	100
39	2681.1170283015344	2683.9005418708175	125	0.002	50	50	1.0	9669	1	100
40	2681.218701187437	2681.057902407236	125	0.002	50	50	1.0	9669	1	100
41	2680.4256351754225	2679.088091352474	125	0.002	50	50	1.0	9669	1	100
42	2680.7093683394974	2678.4109078110064	125	0.002	50	50	1.0	9669	1	100
43	2679.816404797554	2676.5055946948196	125	0.002	50	50	1.0	9669	1	100
44	2680.687374856208	2678.307028075705	125	0.002	50	50	1.0	9669	1	100
45	2680.5091967589287	2678.1516855506093	125	0.002	50	50	1.0	9669	1	100
46	2679.283502873561	2675.960775050789	125	0.002	50	50	1.0	9669	1	100
47	2680.7711107591813	2678.843540403173	125	0.002	50	50	1.0	9669	1	100
48	2679.7564636444445	2679.9465588775693	125	0.002	50	50	1.0	9669	1	100
49	2679.4124610485082	2674.6895913001913	125	0.002	50	50	1.0	9669	1	100
