	loss	val_loss	num_components	learning_rate	batch_size	epochs	kappa	seed	depth	first_layer	dataset
0	5302.395063841179	4995.415026794127	5	0.0005	100	50	0.0	8639	1	100	TCGA
1	4797.567126327227	4413.394190189228	5	0.0005	100	50	0.0	8639	1	100	TCGA
2	4318.778642799402	4191.285217591865	5	0.0005	100	50	0.0	8639	1	100	TCGA
3	3889.061706072891	3885.8892018687184	5	0.0005	100	50	0.0	8639	1	100	TCGA
4	3496.762580232038	3432.5881090020416	5	0.0005	100	50	0.0	8639	1	100	TCGA
5	3177.188391267249	3007.092589411903	5	0.0005	100	50	0.0	8639	1	100	TCGA
6	2919.1345871317426	2958.842782025361	5	0.0005	100	50	0.0	8639	1	100	TCGA
7	2723.2571549635404	2707.026281308888	5	0.0005	100	50	0.0	8639	1	100	TCGA
8	2586.696292223602	2603.1853162295856	5	0.0005	100	50	0.0	8639	1	100	TCGA
9	2478.6526283854314	2637.350744199513	5	0.0005	100	50	0.0	8639	1	100	TCGA
10	2379.029183620347	2341.607954322393	5	0.0005	100	50	0.0	8639	1	100	TCGA
11	2308.4165053505467	2197.726391969614	5	0.0005	100	50	0.0	8639	1	100	TCGA
12	2260.1628190968927	2218.843061744268	5	0.0005	100	50	0.0	8639	1	100	TCGA
13	2226.1903581811935	2190.30688231195	5	0.0005	100	50	0.0	8639	1	100	TCGA
14	2195.9518879463476	2169.6058085839354	5	0.0005	100	50	0.0	8639	1	100	TCGA
15	2166.7790450496273	2252.933927449749	5	0.0005	100	50	0.0	8639	1	100	TCGA
16	2150.063634154333	2178.4973954243874	5	0.0005	100	50	0.0	8639	1	100	TCGA
17	2127.927562067692	2103.3434997251884	5	0.0005	100	50	0.0	8639	1	100	TCGA
18	2121.759405504634	2127.293569900283	5	0.0005	100	50	0.0	8639	1	100	TCGA
19	2103.1518459309423	2134.286628454774	5	0.0005	100	50	0.0	8639	1	100	TCGA
20	2093.0972917149916	2084.1356329989794	5	0.0005	100	50	0.0	8639	1	100	TCGA
21	2089.15994977009	2068.8965831354035	5	0.0005	100	50	0.0	8639	1	100	TCGA
22	2087.5440092158115	2066.8502485572394	5	0.0005	100	50	0.0	8639	1	100	TCGA
23	2066.3238876518203	2068.12062387131	5	0.0005	100	50	0.0	8639	1	100	TCGA
24	2065.109917033609	2058.1915387484296	5	0.0005	100	50	0.0	8639	1	100	TCGA
25	2055.357632646924	2067.7206859492776	5	0.0005	100	50	0.0	8639	1	100	TCGA
26	2051.451375221059	2050.351541643766	5	0.0005	100	50	0.0	8639	1	100	TCGA
27	2041.0349390877452	2061.5020782624056	5	0.0005	100	50	0.0	8639	1	100	TCGA
28	2041.7555579530274	2036.529405450102	5	0.0005	100	50	0.0	8639	1	100	TCGA
29	2034.6336703167947	2033.3507270237908	5	0.0005	100	50	0.0	8639	1	100	TCGA
30	2028.0646406382984	2043.9717220133873	5	0.0005	100	50	0.0	8639	1	100	TCGA
31	2020.5047247301509	2014.277463366638	5	0.0005	100	50	0.0	8639	1	100	TCGA
32	2017.7703193862972	2018.8492499116678	5	0.0005	100	50	0.0	8639	1	100	TCGA
33	2016.669878600604	2015.994395193742	5	0.0005	100	50	0.0	8639	1	100	TCGA
34	2013.6412432270665	2002.9352499803706	5	0.0005	100	50	0.0	8639	1	100	TCGA
35	2010.0325142364043	2007.3612091217808	5	0.0005	100	50	0.0	8639	1	100	TCGA
36	2002.9329526730714	2014.5149398113615	5	0.0005	100	50	0.0	8639	1	100	TCGA
37	2000.9684829413857	1995.0012176360317	5	0.0005	100	50	0.0	8639	1	100	TCGA
38	1997.3022131338118	2019.2748980498195	5	0.0005	100	50	0.0	8639	1	100	TCGA
39	1997.4798196204367	1981.7928522004554	5	0.0005	100	50	0.0	8639	1	100	TCGA
40	1995.906115884799	1984.5006943899184	5	0.0005	100	50	0.0	8639	1	100	TCGA
41	1987.8587230635962	1980.9915569056218	5	0.0005	100	50	0.0	8639	1	100	TCGA
42	1984.6724080544443	1983.0093767175722	5	0.0005	100	50	0.0	8639	1	100	TCGA
43	1983.7750241688045	1987.510920692329	5	0.0005	100	50	0.0	8639	1	100	TCGA
44	1979.8755586975215	1981.239008151107	5	0.0005	100	50	0.0	8639	1	100	TCGA
45	1977.9027303309695	1969.7589841296326	5	0.0005	100	50	0.0	8639	1	100	TCGA
46	1974.9271378396331	1991.885988168381	5	0.0005	100	50	0.0	8639	1	100	TCGA
47	1975.573695410494	1979.5606026960977	5	0.0005	100	50	0.0	8639	1	100	TCGA
48	1971.8663901256548	1973.6115949621153	5	0.0005	100	50	0.0	8639	1	100	TCGA
49	1969.882695961616	1966.184556203871	5	0.0005	100	50	0.0	8639	1	100	TCGA
