	loss	val_loss	num_components	learning_rate	batch_size	epochs	kappa	seed	depth	first_layer
0	4823.560207438051	4137.190940051822	25	0.0005	100	50	0.5	8183	1	100
1	3737.865123491173	3803.123136434124	25	0.0005	100	50	0.5	8183	1	100
2	3175.993101412729	3042.713111455716	25	0.0005	100	50	0.5	8183	1	100
3	2919.706531932144	2901.107838999686	25	0.0005	100	50	0.5	8183	1	100
4	2814.4376746236326	3011.897361563678	25	0.0005	100	50	0.5	8183	1	100
5	2764.1533986042755	2718.646495416536	25	0.0005	100	50	0.5	8183	1	100
6	2729.9607093828918	2745.217017705716	25	0.0005	100	50	0.5	8183	1	100
7	2710.66592354428	2697.929896062343	25	0.0005	100	50	0.5	8183	1	100
8	2693.237566622949	2696.794761159312	25	0.0005	100	50	0.5	8183	1	100
9	2684.6767344312457	2683.6047228329144	25	0.0005	100	50	0.5	8183	1	100
10	2677.275670110015	2671.7655047699436	25	0.0005	100	50	0.5	8183	1	100
11	2666.224673959583	2667.5057710427136	25	0.0005	100	50	0.5	8183	1	100
12	2659.3068695868856	2726.585916643766	25	0.0005	100	50	0.5	8183	1	100
13	2652.6598466255127	2636.529382753612	25	0.0005	100	50	0.5	8183	1	100
14	2648.4387595628787	2643.5671141351286	25	0.0005	100	50	0.5	8183	1	100
15	2635.903324808895	2653.354791535804	25	0.0005	100	50	0.5	8183	1	100
16	2634.7773943276316	2622.256142774419	25	0.0005	100	50	0.5	8183	1	100
17	2627.1334506338335	2617.957050879397	25	0.0005	100	50	0.5	8183	1	100
18	2623.4227266717216	2605.5480822079144	25	0.0005	100	50	0.5	8183	1	100
19	2619.4142531744005	2626.4055985493874	25	0.0005	100	50	0.5	8183	1	100
20	2615.415163108501	2602.7781927214196	25	0.0005	100	50	0.5	8183	1	100
21	2611.081356272978	2604.418485248508	25	0.0005	100	50	0.5	8183	1	100
22	2606.344471576025	2607.1352318231784	25	0.0005	100	50	0.5	8183	1	100
23	2603.977813097339	2620.818856244111	25	0.0005	100	50	0.5	8183	1	100
24	2600.4086163300785	2604.4917838705246	25	0.0005	100	50	0.5	8183	1	100
25	2595.9785459279774	2601.5485140546484	25	0.0005	100	50	0.5	8183	1	100
26	2592.4651891003896	2582.2255442250316	25	0.0005	100	50	0.5	8183	1	100
27	2590.0068929463387	2584.2022833896044	25	0.0005	100	50	0.5	8183	1	100
28	2588.208900169784	2580.871152638191	25	0.0005	100	50	0.5	8183	1	100
29	2583.1895847194946	2572.366026911903	25	0.0005	100	50	0.5	8183	1	100
30	2581.788917607076	2577.019433103015	25	0.0005	100	50	0.5	8183	1	100
31	2577.782957867089	2564.7207092591866	25	0.0005	100	50	0.5	8183	1	100
32	2577.065366165701	2576.71977686283	25	0.0005	100	50	0.5	8183	1	100
33	2572.8084037296207	2571.759028295776	25	0.0005	100	50	0.5	8183	1	100
34	2568.969760816855	2561.0960319173996	25	0.0005	100	50	0.5	8183	1	100
35	2569.0216172230353	2565.4871010325064	25	0.0005	100	50	0.5	8183	1	100
36	2566.881406681654	2561.7349037668814	25	0.0005	100	50	0.5	8183	1	100
37	2563.3655040224476	2559.418444762877	25	0.0005	100	50	0.5	8183	1	100
38	2560.8097120443217	2551.1603586781566	25	0.0005	100	50	0.5	8183	1	100
39	2560.0507677063133	2555.420315689777	25	0.0005	100	50	0.5	8183	1	100
40	2558.212471969746	2560.266783134422	25	0.0005	100	50	0.5	8183	1	100
41	2554.2723043266983	2554.015995504868	25	0.0005	100	50	0.5	8183	1	100
42	2554.8407792181742	2550.91067642902	25	0.0005	100	50	0.5	8183	1	100
43	2551.427820378774	2547.594789131203	25	0.0005	100	50	0.5	8183	1	100
44	2548.6334407145137	2541.711630663081	25	0.0005	100	50	0.5	8183	1	100
45	2547.8225697993116	2546.2402122919284	25	0.0005	100	50	0.5	8183	1	100
46	2546.9945666652425	2539.265125677214	25	0.0005	100	50	0.5	8183	1	100
47	2544.5007000205796	2544.25411603918	25	0.0005	100	50	0.5	8183	1	100
48	2543.34823350537	2540.057515360003	25	0.0005	100	50	0.5	8183	1	100
49	2541.3000899497015	2534.046051792164	25	0.0005	100	50	0.5	8183	1	100
