	loss	val_loss	num_components	learning_rate	batch_size	epochs	kappa	seed	depth	first_layer
0	3961.1360812701873	3183.7833859237594	5	0.0025	50	50	1.0	1574	1	100
1	2820.02802207888	2784.2528180453046	5	0.0025	50	50	1.0	1574	1	100
2	2722.359060361351	2774.429514515939	5	0.0025	50	50	1.0	1574	1	100
3	2686.2749999563985	2695.7596061361496	5	0.0025	50	50	1.0	1574	1	100
4	2658.0441162027623	2676.461035646985	5	0.0025	50	50	1.0	1574	1	100
5	2639.238646929545	2631.500460063992	5	0.0025	50	50	1.0	1574	1	100
6	2622.390781311042	2618.0578232961684	5	0.0025	50	50	1.0	1574	1	100
7	2608.6745991613707	2606.2363771984924	5	0.0025	50	50	1.0	1574	1	100
8	2600.9038588716217	2598.712618267117	5	0.0025	50	50	1.0	1574	1	100
9	2591.1466480437794	2597.0840224069566	5	0.0025	50	50	1.0	1574	1	100
10	2585.454426283974	2586.9587709053076	5	0.0025	50	50	1.0	1574	1	100
11	2579.0364819507618	2575.495542900047	5	0.0025	50	50	1.0	1574	1	100
12	2574.8581580302452	2575.254531937029	5	0.0025	50	50	1.0	1574	1	100
13	2569.928042446187	2570.579946853408	5	0.0025	50	50	1.0	1574	1	100
14	2567.4652923267195	2565.9224356646514	5	0.0025	50	50	1.0	1574	1	100
15	2564.5082419738533	2564.4434759245446	5	0.0025	50	50	1.0	1574	1	100
16	2562.4963663677936	2566.573297395179	5	0.0025	50	50	1.0	1574	1	100
17	2558.955351533069	2559.311546747409	5	0.0025	50	50	1.0	1574	1	100
18	2557.0271526940874	2558.324481293185	5	0.0025	50	50	1.0	1574	1	100
19	2555.4667399751647	2555.649991902874	5	0.0025	50	50	1.0	1574	1	100
20	2554.046966889964	2554.1430283742934	5	0.0025	50	50	1.0	1574	1	100
21	2552.654420757496	2553.97700048092	5	0.0025	50	50	1.0	1574	1	100
22	2551.3742224779203	2551.743749263898	5	0.0025	50	50	1.0	1574	1	100
23	2550.1259863183145	2550.3453424348304	5	0.0025	50	50	1.0	1574	1	100
24	2549.45401662151	2549.539939688678	5	0.0025	50	50	1.0	1574	1	100
25	2548.148506880738	2548.7071159017746	5	0.0025	50	50	1.0	1574	1	100
26	2547.3308683732403	2547.574112015154	5	0.0025	50	50	1.0	1574	1	100
27	2546.6890486947045	2546.1455249882224	5	0.0025	50	50	1.0	1574	1	100
28	2545.8965952315757	2546.453404718907	5	0.0025	50	50	1.0	1574	1	100
29	2545.072171418711	2544.6357250117776	5	0.0025	50	50	1.0	1574	1	100
30	2543.953522563074	2544.295429785647	5	0.0025	50	50	1.0	1574	1	100
31	2543.2987112732308	2543.411086192682	5	0.0025	50	50	1.0	1574	1	100
32	2542.594918272434	2542.894577869818	5	0.0025	50	50	1.0	1574	1	100
33	2541.9682926484975	2542.06373665201	5	0.0025	50	50	1.0	1574	1	100
34	2541.1906408545615	2540.713351915829	5	0.0025	50	50	1.0	1574	1	100
35	2540.597724922215	2540.54471208582	5	0.0025	50	50	1.0	1574	1	100
36	2539.9650036036564	2539.8538014780934	5	0.0025	50	50	1.0	1574	1	100
37	2539.1278807721724	2538.751605930041	5	0.0025	50	50	1.0	1574	1	100
38	2538.4090249842598	2538.5928274183416	5	0.0025	50	50	1.0	1574	1	100
39	2537.758039281815	2537.66625731195	5	0.0025	50	50	1.0	1574	1	100
40	2537.2289381226283	2537.226242295462	5	0.0025	50	50	1.0	1574	1	100
41	2536.9630708623135	2536.824115695666	5	0.0025	50	50	1.0	1574	1	100
42	2536.3678986116875	2536.4622035961056	5	0.0025	50	50	1.0	1574	1	100
43	2535.930850758272	2535.5823404130024	5	0.0025	50	50	1.0	1574	1	100
44	2535.62603670519	2535.741474707522	5	0.0025	50	50	1.0	1574	1	100
45	2535.310024393897	2535.0039761797266	5	0.0025	50	50	1.0	1574	1	100
46	2535.0800372486815	2534.990428215295	5	0.0025	50	50	1.0	1574	1	100
47	2534.8718509974256	2534.924751933496	5	0.0025	50	50	1.0	1574	1	100
48	2534.6930067486255	2535.377464716159	5	0.0025	50	50	1.0	1574	1	100
49	2534.3943581524168	2534.719005182161	5	0.0025	50	50	1.0	1574	1	100
