	loss	val_loss	batch_size	dataset	depth	epochs	first_layer	kappa	learning_rate	num_components	seed
0	5337.2317543928875	10766.835330847538	25	TARGET	1	50	100	0.5	0.0015	25	1601
1	4992.321902291141	7006.214052142519	25	TARGET	1	50	100	0.5	0.0015	25	1601
2	4789.612459227694	8770.854063091856	25	TARGET	1	50	100	0.5	0.0015	25	1601
3	4680.357003465646	5310.217788233902	25	TARGET	1	50	100	0.5	0.0015	25	1601
4	4603.5838306568285	5056.94258256392	25	TARGET	1	50	100	0.5	0.0015	25	1601
5	4559.073565242266	5071.760076349432	25	TARGET	1	50	100	0.5	0.0015	25	1601
6	4526.088633733165	4717.64384321733	25	TARGET	1	50	100	0.5	0.0015	25	1601
7	4503.667085076021	4609.157300544508	25	TARGET	1	50	100	0.5	0.0015	25	1601
8	4494.616406578809	4665.057461825284	25	TARGET	1	50	100	0.5	0.0015	25	1601
9	4445.663018531671	4594.921164772727	25	TARGET	1	50	100	0.5	0.0015	25	1601
10	4438.672619752209	4580.460271661932	25	TARGET	1	50	100	0.5	0.0015	25	1601
11	4418.974702263521	4503.438269412879	25	TARGET	1	50	100	0.5	0.0015	25	1601
12	4426.89364017782	4500.858731356534	25	TARGET	1	50	100	0.5	0.0015	25	1601
13	4397.790331702441	4495.311212713068	25	TARGET	1	50	100	0.5	0.0015	25	1601
14	4390.792444299768	4454.934414950284	25	TARGET	1	50	100	0.5	0.0015	25	1601
15	4380.3417952309555	4470.109855883049	25	TARGET	1	50	100	0.5	0.0015	25	1601
16	4384.750081380208	4482.417354699337	25	TARGET	1	50	100	0.5	0.0015	25	1601
17	4383.488921605377	4428.202318596117	25	TARGET	1	50	100	0.5	0.0015	25	1601
18	4364.781315761785	4426.465354225852	25	TARGET	1	50	100	0.5	0.0015	25	1601
19	4357.9930736400465	4425.661088423295	25	TARGET	1	50	100	0.5	0.0015	25	1601
20	4359.01740714436	4400.719933712121	25	TARGET	1	50	100	0.5	0.0015	25	1601
21	4356.914316504893	4393.85712594697	25	TARGET	1	50	100	0.5	0.0015	25	1601
22	4354.69519495081	4441.04863577178	25	TARGET	1	50	100	0.5	0.0015	25	1601
23	4340.800424492319	4405.748757102273	25	TARGET	1	50	100	0.5	0.0015	25	1601
24	4337.577970459806	4398.257020892519	25	TARGET	1	50	100	0.5	0.0015	25	1601
25	4349.549272017045	4368.476688269413	25	TARGET	1	50	100	0.5	0.0015	25	1601
26	4331.185982546823	4377.155391808712	25	TARGET	1	50	100	0.5	0.0015	25	1601
27	4324.917507595486	4368.818241003788	25	TARGET	1	50	100	0.5	0.0015	25	1601
28	4327.635725747054	4372.70537405303	25	TARGET	1	50	100	0.5	0.0015	25	1601
29	4316.248437335596	4375.542665423769	25	TARGET	1	50	100	0.5	0.0015	25	1601
30	4328.504166831071	4365.878107244318	25	TARGET	1	50	100	0.5	0.0015	25	1601
31	4309.165358829177	4362.903172348485	25	TARGET	1	50	100	0.5	0.0015	25	1601
32	4319.943937256681	4371.210930101799	25	TARGET	1	50	100	0.5	0.0015	25	1601
33	4309.053588456176	4377.552297881155	25	TARGET	1	50	100	0.5	0.0015	25	1601
34	4307.461046006944	4338.774132930871	25	TARGET	1	50	100	0.5	0.0015	25	1601
35	4307.7022980455595	4400.076711943655	25	TARGET	1	50	100	0.5	0.0015	25	1601
36	4316.3931568287035	4349.580033735795	25	TARGET	1	50	100	0.5	0.0015	25	1601
37	4300.474033959385	4350.83935546875	25	TARGET	1	50	100	0.5	0.0015	25	1601
38	4291.822463732376	4355.462713068182	25	TARGET	1	50	100	0.5	0.0015	25	1601
39	4297.537997981113	4356.237689393939	25	TARGET	1	50	100	0.5	0.0015	25	1601
40	4302.588775943024	4376.228441642992	25	TARGET	1	50	100	0.5	0.0015	25	1601
41	4291.044814190078	4344.009306936553	25	TARGET	1	50	100	0.5	0.0015	25	1601
42	4294.547282723064	4365.860788056345	25	TARGET	1	50	100	0.5	0.0015	25	1601
43	4282.615171079283	4391.777913411458	25	TARGET	1	50	100	0.5	0.0015	25	1601
44	4282.33658278751	4350.450912937973	25	TARGET	1	50	100	0.5	0.0015	25	1601
45	4282.734954936737	4356.711174242424	25	TARGET	1	50	100	0.5	0.0015	25	1601
46	4280.513751611164	4340.212158203125	25	TARGET	1	50	100	0.5	0.0015	25	1601
47	4279.745812618371	4322.64287405303	25	TARGET	1	50	100	0.5	0.0015	25	1601
48	4276.425888934922	4320.111157966383	25	TARGET	1	50	100	0.5	0.0015	25	1601
49	4273.272034307923	4337.441628196023	25	TARGET	1	50	100	0.5	0.0015	25	1601
